Razão Social|Nome de Pregão|Segmento|Links|Nome de Pregão:|CNPJ:|Atividade Principal:|Classificação Setorial:|Site:|Códigos de Negociação1:|Códigos de Negociação2:|Códigos de Negociação3:|Códigos de Negociação4:|Códigos de Negociação5:|Códigos de Negociação6:|Códigos de Negociação7:|Códigos de Negociação8:|Códigos de Negociação9:|Códigos de Negociação10:|Códigos de Negociação11:|Códigos de Negociação12:|Códigos de Negociação13:|Códigos ISIN1:|Códigos ISIN2:|Códigos ISIN3:|Códigos ISIN4:|Códigos ISIN5:|Códigos ISIN6:|Códigos ISIN7:|Códigos ISIN8:|Códigos CVM:
METALFRIO SOLUTIONS S.A.|METALFRIO|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20613|METALFRIO|04.821.041/0001-08|Fabricação E Comercialiazação de Geladeiras E Similares. de Máquinas de Vendas Automáticas. Componentes E Peças|Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Industriais|www.metalfrio.com.br|FRIO3|FRIO3|||||||||||| BRFRIOACNOR2  ||||||||  20613
METALGRAFICA IGUACU S.A.|METAL IGUACU||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8605|METAL IGUACU|80.227.184/0001-66|Fabrica de Embalagens Metálicas Para Alimentos|Materiais Básicos / Embalagens / Embalagens|www.metaliguacu.com.br|MTIG3|MTIG4|MTIG3||||||||||| BRMTIGACNOR0| BRMTIGACNPR7  |||||||  8605
METALURGICA GERDAU S.A.|GERDAU MET|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8656|GERDAU MET|92.690.783/0001-09|Participação E Administração|Materiais Básicos / Siderurgia e Metalurgia / Siderurgia|www.gerdau.com|GOAU3|GOAU4|GOAU3||||||||||| BRGOAUACNOR1| BRGOAUACNPR8  |||||||  8656
METALURGICA RIOSULENSE S.A.|RIOSULENSE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13439|RIOSULENSE|85.778.074/0001-06||Bens Industriais / Material de Transporte / Material Rodoviário|www.riosulense.com.br|RSUL3|RSUL4|RSUL3||||||||||| BRRSULACNOR6| BRRSULACNPR3  |||||||  13439
METISA METALURGICA TIMBOENSE S.A.|METISA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8753|METISA|86.375.425/0001-09|Fabricação de Máquinas E Equipamentos Para A Agricultura E Pecuária. Peças E Acessórios. Exceto Para Irrigação.|Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Construção e Agrícolas|www.metisa.com.br|MTSA3|MTSA4|MTSA3||||||||||| BRMTSAACNOR2| BRMTSAACNPR9  |||||||  8753
MGI - MINAS GERAIS PARTICIPAÇÕES S.A.|MGI PARTICIP||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22942|MGI PARTICIP|19.296.342/0001-29|(i)participação Acionária em Empresas;(ii) Promover Associações de Empresas;(iii) Prestar Apoio Técnico E de Gestão Administrativa; E (v)realizar Operações de Aquisição de Créditos Do Estado de Mg.|Outros / Outros / Outros|www.mgipart.com.br|NENHUM||||||||||||| ||||||||  22942
MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.|MILLS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22012|MILLS|27.093.558/0001-15|Serviços Especiais de Engenharia E Locação de Plataforma|Bens Industriais / Construção e Engenharia / Serviços Diversos|www.mills.com.br|MILS3|MILS3|||||||||||| BRMILSACNOR2  ||||||||  22012
MINASMAQUINAS S.A.|MINASMAQUINA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8818|MINASMAQUINA|17.161.241/0001-15|Comércio de Veículos. Peças E Serviços (concessionária Mercedes-benz)|Bens Industriais / Comércio / Material de Transporte|www.minasmaquinas.com.br|MMAQ3|MMAQ4|MMAQ3||||||||||| BRMMAQACNOR1| BRMMAQACNPR8  |||||||  8818
MINERVA S.A.|MINERVA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20931|MINERVA|67.620.377/0001-14|Líder Na América Do Sul Na Exportação de Carne Bovina In Natura E Seus Derivados. E Que Atua Também No Segmento de Processados.|Consumo não Cíclico / Alimentos Processados / Carnes e Derivados|www.minervafoods.com/ri|BEEF3|BEEF11|||||||||||| BRBEEFACNOR6| BRBEEFN02OR8  |||||||  20931
MINUPAR PARTICIPACOES S.A.|MINUPAR||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13765|MINUPAR|90.076.886/0001-40|Participação em Outras Empresas. Bem Como Criação. Abate. Industrialização. Comercialização. Importação E Exportação de Carnes E Produtos Derivados de Aves. E Prestação de Serviços A Terceiros.|Consumo não Cíclico / Alimentos Processados / Carnes e Derivados|www.minupar.com.br|MNPR3|MNPR3|||||||||||| BRMNPRACNOR5  ||||||||  13765
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.|MITRE REALTY|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24902|MITRE REALTY|07.882.930/0001-65|(a) Incorporação E Comercialização de Empreendimentos Imobiliários de Qualquer Natureza. (b) Loteamento de Terrenos. (c) Construção de Condomínios|Consumo Cíclico / Construção Civil / Incorporações||MTRE3|MTRE3|||||||||||| BRMTREACNOR6  ||||||||  24902
MMX MINERACAO E METALICOS S.A.|MMX MINER|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17914|MMX MINER|02.762.115/0001-49|Mineração de Minério de Ferro|Materiais Básicos / Mineração / Minerais Metálicos|www.mmx.com.br|MMXM3|MMXM11|||||||||||| BRMMXMACNOR2| BRMMXMTRV000  |||||||  17914
Mobly S.A.|MOBLY|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25461|MOBLY|31.553.627/0001-01|Intermediação. Importação. Exportação E Comércio Varejista de Móveis E Artigos Domésticos em Geral; Serviços de Montagem; Comércio Varejista de Materiais de Construção em Geral; E Outros.|Tecnologia da Informação / Programas e Serviços / Programas e Serviços||MBLY3|MBLY3|||||||||||| BRMBLYACNOR5  ||||||||  25461
MONTEIRO ARANHA S.A.|MONT ARANHA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8893|MONT ARANHA|33.102.476/0001-92|Holding - Participação Societária|Financeiro / Holdings Diversificadas / Holdings Diversificadas|www.monteiroaranha.com.br|MOAR3|MOAR3|||||||||||| BRMOARACNOR5  ||||||||  8893
Mosaico Tecnologia ao Consumidor S.A.|MOSAICO|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25470|MOSAICO|09.083.175/0001-84|Intermediação E Agenciamento de Serviços/negócios em Geral. Tratamento de Dados. Provedores de Serviços de Aplicação E Serviços de Hospedagem Na Internet E Consultoria em Publicidade.|Tecnologia da Informação / Programas e Serviços / Programas e Serviços||MOSI3|MOSI3|||||||||||| BRMOSIACNOR6  ||||||||  25470
MOURA DUBEUX ENGENHARIA S/A|MOURA DUBEUX|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21067|MOURA DUBEUX|12.049.631/0001-84|Compra E Venda de Imóveis. Locação. Desmembramento Ou Loteamento de Terrenos. incorporação Imobiliária Ou Construção de Imóveis Destinados à Venda. Participação em Outras sociedades.|Consumo Cíclico / Construção Civil / Incorporações||MDNE3|MDNE3|||||||||||| BRMDNEACNOR9  ||||||||  21067
MOVIDA PARTICIPACOES SA|MOVIDA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23825|MOVIDA|21.314.559/0001-66|Aluguel de Carros E Gestão de Frotas|Consumo Cíclico / Diversos / Aluguel de carros|www.ri.movida.com.br|MOVI3|MOVI3|||||||||||| BRMOVIACNOR0  ||||||||  23825
MPM CORPÓREOS S.A.|ESPACOLASER|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25445|ESPACOLASER|26.659.061/0001-59|Participação Como Sócia de Sociedades Empresárias Que Desenvolvam Atividades de Depilação. Estética Facial. Capilar E Corporal E A Comercialização de Produtos Cosméticos E de Cuidados Corporais.|Consumo Cíclico / Comércio / Produtos Diversos||ESPA3|ESPA3|||||||||||| BRESPAACNOR7  ||||||||  25445
MRS LOGISTICA S.A.|MRS LOGIST|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17949|MRS LOGIST|01.417.222/0001-77|Serviços de Transporte Ferroviário de Cargas|Bens Industriais / Transporte / Transporte Ferroviário|www.mrs.com.br|MRSA3B|MRSA5B|MRSA6B|MRSA3B|MRSA5B||||||||| BRMRSAACNOR6| BRMRSAACNPA9| BRMRSAACNPB7| BRMRSADBS081| BRMRSADBS099  ||||  17949
MRV ENGENHARIA E PARTICIPACOES S.A.|MRV|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20915|MRV|08.343.492/0001-20|Atividades de Incorporação E Construção|Consumo Cíclico / Construção Civil / Incorporações|www.mrv.com.br|MRVE3|MRVE3|||||||||||| BRMRVEACNOR2  ||||||||  20915
MULTIPLAN - EMPREEND IMOBILIARIOS S.A.|MULTIPLAN|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20982|MULTIPLAN|07.816.890/0001-53|Administração de Shopping Centers|Financeiro / Exploração de Imóveis / Exploração de Imóveis|http://ri.multiplan.com.br/|MULT3|MULT3|||||||||||| BRMULTACNOR5  ||||||||  20982
MUNDIAL S.A. - PRODUTOS DE CONSUMO|MUNDIAL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5312|MUNDIAL|88.610.191/0001-54|Componentes Diversos Para Indústria de Calçados Confecções. Artigos de Cuidados Pessoais E de Cultelaria.|Consumo Cíclico / Tecidos. Vestuário e Calçados / Acessórios|www.mundial.com|MNDL3|MNDL3|||||||||||| BRMNDLACNOR4  ||||||||  5312
NATURA &CO HOLDING S.A.|GRUPO NATURA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24783|GRUPO NATURA|32.785.497/0001-97|Gestão de Participações Societárias em Sociedades Que Desenvolvam Suas Atividades Principais No Ramo de Beleza.|Consumo não Cíclico / Produtos de Uso Pessoal e de Limpeza / Produtos de Uso Pessoal|https://natu.infoinvest.com.br|NTCO3|NTCO3|||||||||||| BRNTCOACNOR5  ||||||||  24783
NATURA COSMETICOS S.A.|NATURA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19550|NATURA|71.673.990/0001-77|Comércio Atacadista de Comércio E Produtos de Perfumaria|Consumo não Cíclico / Produtos de Uso Pessoal e de Limpeza / Produtos de Uso Pessoal|www.natura.net|NENHUM||||||||||||| ||||||||  19550
NEOENERGIA S.A.|NEOENERGIA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15539|NEOENERGIA|01.083.200/0001-18|Participação em Outras Sociedades|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.neoenergia.com|NEOE3|NEOE3|||||||||||| BRNEOEACNOR3  ||||||||  15539
NEOGRID PARTICIPACOES S.A.|NEOGRID|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25399|NEOGRID|10.139.870/0001-08|Participação em Outras Empresas Ou Sociedades. Negócios E Empreendimentos; Desenvolvimento. Licenciamento E Implementação de Softwares; E Prestação de Serviços de Assessoria Técnica E de Treinamento.|Tecnologia da Informação / Programas e Serviços / Programas e Serviços||NGRD3|NGRD3|||||||||||| BRNGRDACNOR3  ||||||||  25399
NORDON INDUSTRIAS METALURGICAS S.A.|NORDON MET||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9083|NORDON MET|60.884.319/0001-59|A Sociedade Tem Como Atividade Operacional Preponderante A Produção de Bens de Capital Destinados Ao Mercado Interno E Externo Para Os Setores Químico. Petrolífero. Petroquímico. Criogenia. Alimentíci|Bens Industriais / Máquinas e Equipamentos / Máq. e Equip. Industriais|www.nordon.ind.br|NORD3|NORD3|||||||||||| BRNORDACNOR7  ||||||||  9083
NORTEC QUÍMICA S.A.|NORTCQUIMICA|MA|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22985|NORTCQUIMICA|29.950.060/0001-57|Química Fina. Ciências Da Vida. Fabricantes de Insumos Farmacêuticos Ativos - Matéria-prima Para A Indústria Farmacêutica|Saúde / Medicamentos e Outros Produtos / Medicamentos e Outros Produtos|www.nortecquimica.com.br|NRTQ3|NRTQ3|||||||||||| BRNRTQACNOR8  ||||||||  22985
NOTRE DAME INTERMEDICA PARTICIPACOES SA|INTERMEDICA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24384|INTERMEDICA|19.853.511/0001-84|Prestação de Serviços de Assistência à Saúde E Odontológica.|Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos|ri.gndi.com.br|GNDI3|GNDI3|||||||||||| BRGNDIACNOR2  ||||||||  24384
NUTRIPLANT INDUSTRIA E COMERCIO S.A.|NUTRIPLANT|MA|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21334|NUTRIPLANT|51.128.999/0001-90|Industria E Comércio de Fertilizantes Para Agricultura.|Materiais Básicos / Químicos / Fertilizantes e Defensivos|www.nutriplant.com.br/ri|NENHUM|NUTR3|||||||||||| BRNUTRACNOR0  ||||||||  21334
OCEANPACT SERVICOS MARITIMOS S.A.|OCEANPACT|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25534|OCEANPACT|09.114.805/0001-30|Serviços de Suporte Marítimo. Incluindo Soluções de Meio Ambiente. Serviços Submarinos E de Apoio Logístico E de Engenharia Para Clientes de Diversos Setores. Como óleo E Gás. Energia. Mineração. Tele|Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Equipamentos e Serviços||OPCT3|OPCT3|||||||||||| BROPCTACNOR0  ||||||||  25534
OCTANTE SECURITIZADORA S.A.|OCTANTE SEC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22390|OCTANTE SEC|12.139.922/0001-63|Securitização de Direitos Creditórios Imobiliários E Do Agronegócio. Emissão de Certificados de Recebíveis Imobiliários E Certificados de Recebíveis Do Agronegócio|Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.octante.com.br|NENHUM||||||||||||| ||||||||  22390
ODONTOPREV S.A.|ODONTOPREV|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20125|ODONTOPREV|58.119.199/0001-51|Operadora de Planos Odontológicos|Saúde / Serv.Méd.Hospit..Análises e Diagnósticos / Serv.Méd.Hospit..Análises e Diagnósticos|www.odontoprev.com.br/ri|ODPV3|ODPV3|||||||||||| BRODPVACNOR4  ||||||||  20125
OI S.A.|OI|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11312|OI|76.535.764/0001-43||Comunicações / Telecomunicações / Telecomunicações|www.oi.com.br/ri|OIBR3|OIBR4|OIBR3||||||||||| BROIBRACNOR1| BROIBRACNPR8  |||||||  11312
OMEGA GERAÇÃO S.A.|OMEGA GER|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23426|OMEGA GER|09.149.503/0001-06|Participação. Direta Ou Por Meio de Joint Venture (parceria). Consórcio Ou Qualquer Outra Sociedade. em Ativos de Energia Elétrica Que Já Tenham Atingido A Fase Operacional|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.omegageracao.com.br|OMGE3|OMGE3|||||||||||| BROMGEACNOR0  ||||||||  23426
OPPORTUNITY ENERGIA E PARTICIPACOES S.A.|OPPORT ENERG|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16942|OPPORT ENERG|02.318.346/0001-68|Participação em Outras Sociedades.|Outros / Outros / Outros|www.opportunityenergia.com.br/home/index.aspx|OPHE3B|OPHE3B|||||||||||| BROPHEACNOR1  ||||||||  16942
ORIZON VALORIZACAO DE RESIDUOS S.A.|ORIZON|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25550|ORIZON|11.421.994/0001-36|Atuação Na Cadeia de Gestão de Resíduos: Tratamento E Destinação Final de Resíduos; Exploração Do Biogás. Energia E Créditos de Carbono; Beneficiamento de Resíduos; E Serviços de Engenharia Ambiental|Utilidade Pública / água e Saneamento / água e Saneamento||ORVR3|ORVR3|||||||||||| BRORVRACNOR0  ||||||||  25550
OSX BRASIL S.A.|OSX BRASIL|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21342|OSX BRASIL|09.112.685/0001-32|Equipamentos E Serviços Para A Indústria Offshore de Petróleo E Gás Natural.|Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Equipamentos e Serviços|www.osx.com.br|OSXB3|OSXB3|||||||||||| BROSXBACNOR8  ||||||||  21342
OURINVEST SECURITIZADORA SA|OURINVESTSEC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22250|OURINVESTSEC|12.320.349/0001-90|Aquisição E Securitização de Direitos Creditórios Imobiliários E Do Agronegócio. Com A Consequente Emissão E Colocação Dos Cris/ Cras Nos Mercados Financeiros E de Capitais.|Não Classificados / Não Classificado / Não Classificados|www.ourinvestsecuritizadora.com.br|NENHUM||||||||||||| ||||||||  22250
OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.|OUROFINO S/A|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23507|OUROFINO S/A|20.258.278/0001-70|Participação em Outras Sociedades Que Execerçam Atividades de Desenvolvimento. Fabricação E Comercialização de Produtos Destinados Ao Setor de Saúde Animal.|Saúde / Medicamentos e Outros Produtos / Medicamentos e Outros Produtos|http://ri.ourofino.com/|OFSA3|OFSA3|||||||||||| BROFSAACNOR7  ||||||||  23507
OURO VERDE LOCACAO E SERVICO S.A.|OURO VERDE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23280|OURO VERDE|75.609.123/0001-23|Locação de Veículos E de Equipamentos. Com Ou Sem A Cessão de Operador; Gestão E Administração de Veículos. Máquinas E Equipamentos de Terceiros. Dentre Outras Atividades Correlatas.|Não Classificados / Não Classificado / Não Classificados|www.ouroverde.net.br|NENHUM||||||||||||| ||||||||  23280
PADTEC HOLDING S.A.|PADTEC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18414|PADTEC|02.365.069/0001-44|Participação em Outras Sociedades. Fdos de Investimento. Carteiras de Valores Mobiliários Ou Outros Veículos de Investimento. Que Atuem Na área de Tecnologia. em Especial Na Padtec S.A.|Financeiro / Serviços Financeiros Diversos / Serviços Financeiros Diversos|www.padtec.com.br|PDTC3|PDTC3|||||||||||| BRPDTCACNOR3  ||||||||  18414
PANATLANTICA S.A.|PANATLANTICA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=94|PANATLANTICA|92.693.019/0001-89|Industrialização E Comercialização de Aços Planos.|Materiais Básicos / Siderurgia e Metalurgia / Artefatos de Ferro e Aço|www.panatlantica.com.br|PATI3|PATI4|PATI3||||||||||| BRPATIACNOR6| BRPATIACNPR3  |||||||  94
PARANA BCO S.A.|PARANA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20729|PARANA|14.388.334/0001-99|Banco Múltiplo Com Carteira de Crédito. Financiamento E Investimentos.|Financeiro / Intermediários Financeiros / Bancos|www.paranabanco.com.br|NENHUM||||||||||||| ||||||||  20729
PARANAPANEMA S.A.|PARANAPANEMA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9393|PARANAPANEMA|60.398.369/0004-79|Metalurgia Do Cobre E Suas Ligas|Materiais Básicos / Siderurgia e Metalurgia / Artefatos de Cobre|www.paranapanema.com.br|PMAM3|PMAM3|||||||||||| BRPMAMACNOR3  ||||||||  9393
PATRIA CIA SECURITIZADORA DE CRED IMOB|PATRIA SEC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18236|PATRIA SEC|02.736.470/0001-43|Aquisição E Securitização de Créditos Imobiliários|Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.patriacsci.com.br|NENHUM||||||||||||| ||||||||  18236
PBG S/A|PORTOBELLO|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13773|PORTOBELLO|83.475.913/0001-91||Bens Industriais / Construção e Engenharia / Produtos para Construção|www.portobello.com.br|PTBL3|PTBL3|||||||||||| BRPTBLACNOR8  ||||||||  13773
PDG COMPANHIA SECURITIZADORA|PDG SECURIT||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21644|PDG SECURIT|09.538.973/0001-53||Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.pdg.com.br|NENHUM|PDGS-CRI15B0|||||||||||| BRPDGSCRI0D0  ||||||||  21644
PDG REALTY S.A. EMPREEND E PARTICIPACOES|PDG REALT|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20478|PDG REALT|02.950.811/0001-89||Consumo Cíclico / Construção Civil / Incorporações|www.pdg.com.br|PDGR3|PDGR1|||||||||||| BRPDGRACNOR8| BRPDGRD01OR3  |||||||  20478
PET CENTER COMERCIO E PARTICIPACOES S.A.|PETZ|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25089|PETZ|18.328.118/0001-09|Importação. Exportação E Comércio (inclusive Via Internet E-commerce) de Artigos Para Animais. Plantas. Flores. Sementes; Hospital Veterinário. Consultório. Clínica Veterinária. Banho/tosa E Hotel.|Consumo Cíclico / Comércio / Produtos Diversos|www.petz.com.br|PETZ3|PETZ3|||||||||||| BRPETZACNOR2  ||||||||  25089
PETRO RIO S.A.|PETRORIO|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22187|PETRORIO|10.629.105/0001-68|Constitui Objeto Da Companhia A Participação em Outras Sociedades Como Sócia. Acionista Ou Quotista. Independentemente de Sua Atividade.|Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição|www.petroriosa.com.br|PRIO3|PRIO3|||||||||||| BRPRIOACNOR1  ||||||||  22187
PETROBRAS DISTRIBUIDORA S/A|PETROBRAS BR|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24295|PETROBRAS BR|34.274.233/0001-02|Distribuição E Venda de álcool Carburante. Biodísel. Gasolina E Demais Derivados de Petróleo. Incluindo Lubrificantes. Assim Como Gás Natural.|Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição|www.br.com.br|BRDT3|BRDT3|||||||||||| BRBRDTACNOR1  ||||||||  24295
